Row ID,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
499,1,30,93.41,59.9,39.59,72.45,10,36.67,53.33,40,23.33,6.67,3.33,0,0,0,0,3.33,3.33,13.33,6.67,3.33,6.67,0,0,3.33,0,6.67,3.33,6.67,3.33,0,0,3.33,10,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,10,3.33,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,3.33,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,10,6.67,0,0,6.67,0,0,0,10,3.33,0,0,0,0,0,0,0,50,3.33,10,0,3.33,0,33.33,0
500,1,31,69.92,95.44,17.19,1.4,7.75,41.94,80.65,41.94,29.03,9.68,6.45,0,0,3.23,0,3.23,3.23,9.68,0,6.45,9.68,6.45,3.23,0,0,9.68,9.68,0,6.45,0,3.23,3.23,19.35,0,3.23,3.23,0,0,0,0,0,0,3.23,0,3.23,0,0,0,0,0,0,0,9.68,0,0,0,0,0,0,9.68,0,0,0,0,3.23,0,0,3.23,22.58,0,0,6.45,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.23,9.68,0,0,0,0,0,0,0,9.68,0,12.9,3.23,0,0,0,0,0,19.35,6.45,0,0,3.23,3.23,6.45,0
501,1,32,99,40.06,1.63,99,32,21.88,68.75,50,34.38,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,3.13,6.25,0,0,12.5,0,3.13,0,3.13,0,9.38,0,6.25,3.13,0,0,0,3.13,0,0,9.38,9.38,0,0,0,0,0,0,0,0,3.13,3.13,3.13,3.13,0,0,0,0,0,0,0,0,3.13,0,0,3.13,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,3.13,0,0,0,0,6.25,6.25,0,0,0,0,0,3.13,3.13,0,0,0,0,0,0,0,0,9.38,0,6.25,0,0,0,3.13,0
502,1,43,85.98,40.06,82.44,20.23,8.6,16.28,76.74,67.44,53.49,6.98,0,0,0,0,0,0,6.98,18.6,13.95,0,11.63,9.3,4.65,6.98,0,18.6,4.65,2.33,2.33,0,0,2.33,27.91,2.33,11.63,6.98,4.65,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,16.28,4.65,2.33,9.3,0,2.33,0,6.98,2.33,9.3,0,0,0,0,0,0,11.63,2.33,2.33,0,6.98,0,0,2.33
503,1,43,85.98,40.06,82.44,20.23,8.6,16.28,76.74,67.44,53.49,6.98,0,0,0,0,0,0,6.98,18.6,13.95,0,11.63,9.3,4.65,6.98,0,18.6,4.65,2.33,2.33,0,0,2.33,27.91,2.33,11.63,6.98,4.65,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,16.28,4.65,2.33,9.3,0,2.33,0,6.98,2.33,9.3,0,0,0,0,0,0,11.63,2.33,2.33,0,6.98,0,0,2.33
504,1,40,99,69.2,7.03,99,13.33,25,77.5,55,37.5,2.5,0,0,0,0,0,0,2.5,20,15,0,12.5,2.5,2.5,2.5,0,10,10,7.5,12.5,10,2.5,0,17.5,0,10,2.5,2.5,2.5,0,0,2.5,0,12.5,12.5,0,5,5,0,0,0,0,0,10,2.5,0,0,0,0,0,7.5,7.5,0,0,2.5,0,0,0,0,2.5,2.5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,2.5,0,0,0,0,0,2.5,10,2.5,0,0,2.5,0,0,0,5,0,5,0,0,0,0,0,0,10,5,0,0,2.5,2.5,0,0
505,1,73,97.59,32.36,6.09,40.28,24.33,39.73,82.19,49.32,36.99,5.48,0,0,0,0,0,0,5.48,13.7,8.22,1.37,15.07,2.74,0,5.48,0,5.48,12.33,4.11,5.48,2.74,2.74,0,10.96,0,2.74,0,0,0,0,0,2.74,0,1.37,1.37,0,0,0,0,0,0,0,0,5.48,4.11,4.11,0,0,0,0,1.37,0,0,0,0,1.37,0,0,1.37,12.33,0,0,10.96,1.37,0,10.96,4.11,0,0,0,0,0,5.48,0,0,0,1.37,0,0,0,0,0,0,0,8.22,1.37,1.37,2.74,2.74,0,0,2.74,4.11,1.37,1.37,0,0,0,0,0,20.55,2.74,12.33,0,0,1.37,4.11,0
506,1,36,99,84.23,22.12,20.23,36,36.11,75,47.22,33.33,2.78,2.78,0,0,0,2.78,0,0,11.11,5.56,2.78,19.44,0,0,5.56,0,2.78,8.33,2.78,11.11,0,2.78,8.33,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,2.78,0,0,0,0,0,8.33,0,0,5.56,0,8.33,0,0,8.33,8.33,0,0,5.56,5.56,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,2.78,2.78,0,0,2.78,2.78,0,0,0,16.67,0,8.33,0,0,0,8.33,0
507,1,38,85.45,99,18.39,92.27,9.5,26.32,92.11,57.89,39.47,10.53,10.53,0,7.89,2.63,0,0,0,15.79,10.53,2.63,10.53,5.26,2.63,5.26,0,15.79,7.89,0,23.68,15.79,2.63,5.26,23.68,0,7.89,2.63,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,15.79,2.63,2.63,0,0,0,0,15.79,0,0,0,0,2.63,0,0,2.63,13.16,0,0,13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,2.63,10.53,7.89,2.63,0,2.63,2.63,0,0,7.89,0,7.89,7.89,0,0,0,0,0,21.05,2.63,0,2.63,2.63,5.26,7.89,2.63
508,1,38,85.45,99,18.39,92.27,9.5,26.32,92.11,57.89,39.47,10.53,10.53,0,7.89,2.63,0,0,0,15.79,10.53,2.63,10.53,5.26,2.63,5.26,0,15.79,7.89,0,23.68,15.79,2.63,5.26,23.68,0,7.89,2.63,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,15.79,2.63,2.63,0,0,0,0,15.79,0,0,0,0,2.63,0,0,2.63,13.16,0,0,13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,2.63,10.53,7.89,2.63,0,2.63,2.63,0,0,7.89,0,7.89,7.89,0,0,0,0,0,21.05,2.63,0,2.63,2.63,5.26,7.89,2.63
509,1,38,85.45,99,18.39,92.27,9.5,26.32,92.11,57.89,39.47,10.53,10.53,0,7.89,2.63,0,0,0,15.79,10.53,2.63,10.53,5.26,2.63,5.26,0,15.79,7.89,0,23.68,15.79,2.63,5.26,23.68,0,7.89,2.63,5.26,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,15.79,2.63,2.63,0,0,0,0,15.79,0,0,0,0,2.63,0,0,2.63,13.16,0,0,13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,2.63,10.53,7.89,2.63,0,2.63,2.63,0,0,7.89,0,7.89,7.89,0,0,0,0,0,21.05,2.63,0,2.63,2.63,5.26,7.89,2.63
510,1,16,43.4,94.84,1.63,96.74,5.33,18.75,81.25,43.75,37.5,18.75,6.25,0,0,6.25,0,0,12.5,6.25,0,0,12.5,6.25,0,6.25,0,6.25,6.25,0,0,0,0,0,12.5,0,6.25,0,6.25,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,18.75,12.5,0,0,0,0,12.5,6.25,0,0,0,0,12.5,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,12.5,6.25,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,50,25,12.5,0,6.25,6.25,0,0
511,1,62,84.4,95.44,69.74,89.28,12.4,45.16,83.87,56.45,46.77,9.68,8.06,0,3.23,1.61,0,3.23,1.61,14.52,6.45,1.61,16.13,3.23,6.45,6.45,0,8.06,6.45,3.23,11.29,4.84,3.23,3.23,8.06,0,6.45,1.61,3.23,1.61,0,0,0,0,4.84,4.84,0,0,0,0,0,0,0,0,16.13,8.06,0,1.61,0,0,0,8.06,0,0,0,0,1.61,0,0,1.61,9.68,0,0,4.84,8.06,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,3.23,22.58,1.61,1.61,17.74,0,1.61,0,1.61,1.61,1.61,0,0,0,0,0,0,24.19,3.23,1.61,1.61,1.61,1.61,14.52,0
512,1,69,94.33,73.29,34.62,99,23,31.88,84.06,50.72,43.48,10.14,5.8,0,0,0,0,2.9,4.35,13.04,7.25,2.9,15.94,5.8,0,2.9,0,10.14,4.35,1.45,4.35,1.45,0,2.9,13.04,0,5.8,1.45,1.45,0,0,0,2.9,0,11.59,11.59,0,0,0,0,0,0,0,0,17.39,4.35,2.9,0,0,0,0,8.7,0,0,0,0,5.8,0,0,5.8,1.45,0,0,1.45,0,0,8.7,7.25,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,2.9,10.14,0,1.45,8.7,0,0,0,1.45,0,4.35,1.45,0,0,0,0,0,8.7,2.9,1.45,0,0,0,4.35,0
513,1,94,98.33,46.35,12.21,53.17,31.33,28.72,87.23,55.32,44.68,3.19,0,0,0,0,0,0,3.19,19.15,10.64,6.38,15.96,5.32,2.13,4.26,0,6.38,8.51,8.51,4.26,3.19,1.06,1.06,12.77,0,6.38,1.06,4.26,0,1.06,0,1.06,0,4.26,3.19,1.06,0,0,0,0,0,0,0,5.32,3.19,3.19,0,0,0,0,2.13,0,0,0,0,1.06,0,0,1.06,5.32,0,0,4.26,1.06,0,17.02,12.77,2.13,0,6.38,2.13,0,0,2.13,0,0,0,0,0,0,0,0,0,4.26,8.51,0,1.06,5.32,2.13,0,0,3.19,1.06,2.13,0,0,0,0,0,0,12.77,2.13,5.32,0,0,1.06,4.26,0
514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,1,79,85.63,96.73,7.36,38.56,11.29,24.05,78.48,41.77,34.18,8.86,6.33,0,3.8,2.53,0,0,2.53,11.39,5.06,17.72,8.86,2.53,2.53,2.53,0,6.33,1.27,5.06,7.59,5.06,0,2.53,16.46,2.53,5.06,1.27,2.53,0,0,0,0,0,1.27,1.27,0,0,0,0,0,0,0,0,11.39,2.53,1.27,1.27,0,0,1.27,7.59,0,0,0,0,1.27,0,0,1.27,6.33,0,0,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,5.06,5.06,0,0,2.53,2.53,0,0,6.33,1.27,3.8,1.27,1.27,1.27,0,0,0,29.11,12.66,5.06,0,0,0,11.39,0
518,1,66,94.5,99,50.45,96.12,16.5,34.85,81.82,54.55,36.36,10.61,7.58,0,4.55,1.52,0,1.52,3.03,9.09,4.55,0,16.67,0,0,6.06,0,12.12,4.55,1.52,15.15,13.64,1.52,1.52,15.15,0,10.61,10.61,0,0,0,0,0,0,9.09,7.58,1.52,4.55,4.55,0,0,0,0,0,28.79,12.12,7.58,1.52,0,0,1.52,16.67,0,0,0,0,0,0,0,0,4.55,1.52,0,3.03,0,0,1.52,0,0,0,0,0,0,1.52,0,0,0,0,0,1.52,0,0,0,3.03,4.55,7.58,0,1.52,3.03,3.03,0,0,3.03,3.03,3.03,0,0,0,0,0,0,16.67,4.55,4.55,0,0,0,7.58,0
519,1,81,92.53,92.24,10.18,96.49,27,37.04,74.07,38.27,30.86,6.17,2.47,0,2.47,0,0,0,3.7,8.64,4.94,2.47,12.35,4.94,0,3.7,0,9.88,1.23,1.23,19.75,9.88,9.88,3.7,12.35,0,2.47,2.47,0,0,0,0,0,0,6.17,6.17,0,1.23,1.23,0,0,0,0,0,13.58,6.17,4.94,0,0,0,0,8.64,0,0,0,0,0,0,0,0,12.35,0,0,7.41,4.94,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,2.47,3.7,8.64,2.47,0,6.17,1.23,0,0,2.47,2.47,3.7,0,0,0,0,0,0,18.52,2.47,6.17,0,1.23,1.23,7.41,0
520,1,81,92.53,92.24,10.18,96.49,27,37.04,74.07,38.27,30.86,6.17,2.47,0,2.47,0,0,0,3.7,8.64,4.94,2.47,12.35,4.94,0,3.7,0,9.88,1.23,1.23,19.75,9.88,9.88,3.7,12.35,0,2.47,2.47,0,0,0,0,0,0,6.17,6.17,0,1.23,1.23,0,0,0,0,0,13.58,6.17,4.94,0,0,0,0,8.64,0,0,0,0,0,0,0,0,12.35,0,0,7.41,4.94,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,2.47,3.7,8.64,2.47,0,6.17,1.23,0,0,2.47,2.47,3.7,0,0,0,0,0,0,18.52,2.47,6.17,0,1.23,1.23,7.41,0
521,1,81,92.53,92.24,10.18,96.49,27,37.04,74.07,38.27,30.86,6.17,2.47,0,2.47,0,0,0,3.7,8.64,4.94,2.47,12.35,4.94,0,3.7,0,9.88,1.23,1.23,19.75,9.88,9.88,3.7,12.35,0,2.47,2.47,0,0,0,0,0,0,6.17,6.17,0,1.23,1.23,0,0,0,0,0,13.58,6.17,4.94,0,0,0,0,8.64,0,0,0,0,0,0,0,0,12.35,0,0,7.41,4.94,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,2.47,3.7,8.64,2.47,0,6.17,1.23,0,0,2.47,2.47,3.7,0,0,0,0,0,0,18.52,2.47,6.17,0,1.23,1.23,7.41,0
522,1,85,93.6,97.99,12.44,95.42,21.25,37.65,80,50.59,42.35,8.24,7.06,0,4.71,0,0,0,1.18,15.29,9.41,3.53,14.12,4.71,2.35,4.71,0,9.41,2.35,2.35,17.65,8.24,9.41,2.35,12.94,0,4.71,3.53,0,0,0,0,1.18,0,5.88,5.88,0,1.18,1.18,0,0,0,0,0,12.94,2.35,2.35,0,0,0,0,11.76,0,0,0,0,3.53,1.18,0,2.35,9.41,0,0,7.06,2.35,2.35,0,0,0,0,0,0,0,0,0,0,1.18,1.18,0,1.18,0,0,0,1.18,2.35,5.88,0,0,5.88,0,0,0,1.18,4.71,2.35,0,0,0,0,0,0,12.94,2.35,2.35,0,1.18,1.18,5.88,2.35
523,1,85,93.6,97.99,12.44,95.42,21.25,37.65,80,50.59,42.35,8.24,7.06,0,4.71,0,0,0,1.18,15.29,9.41,3.53,14.12,4.71,2.35,4.71,0,9.41,2.35,2.35,17.65,8.24,9.41,2.35,12.94,0,4.71,3.53,0,0,0,0,1.18,0,5.88,5.88,0,1.18,1.18,0,0,0,0,0,12.94,2.35,2.35,0,0,0,0,11.76,0,0,0,0,3.53,1.18,0,2.35,9.41,0,0,7.06,2.35,2.35,0,0,0,0,0,0,0,0,0,0,1.18,1.18,0,1.18,0,0,0,1.18,2.35,5.88,0,0,5.88,0,0,0,1.18,4.71,2.35,0,0,0,0,0,0,12.94,2.35,2.35,0,1.18,1.18,5.88,2.35
524,1,85,93.6,97.99,12.44,95.42,21.25,37.65,80,50.59,42.35,8.24,7.06,0,4.71,0,0,0,1.18,15.29,9.41,3.53,14.12,4.71,2.35,4.71,0,9.41,2.35,2.35,17.65,8.24,9.41,2.35,12.94,0,4.71,3.53,0,0,0,0,1.18,0,5.88,5.88,0,1.18,1.18,0,0,0,0,0,12.94,2.35,2.35,0,0,0,0,11.76,0,0,0,0,3.53,1.18,0,2.35,9.41,0,0,7.06,2.35,2.35,0,0,0,0,0,0,0,0,0,0,1.18,1.18,0,1.18,0,0,0,1.18,2.35,5.88,0,0,5.88,0,0,0,1.18,4.71,2.35,0,0,0,0,0,0,12.94,2.35,2.35,0,1.18,1.18,5.88,2.35
525,1,34,99,73.71,12.44,20.23,8.5,14.71,79.41,58.82,47.06,2.94,2.94,0,0,0,0,2.94,0,17.65,8.82,5.88,26.47,0,2.94,2.94,0,8.82,5.88,5.88,5.88,2.94,0,2.94,14.71,2.94,8.82,2.94,2.94,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,14.71,11.76,2.94,0,0,0,2.94,5.88,0,0,0,0,2.94,2.94,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,2.94,0,0,2.94,0,0,0,0,0,0,0,8.82,8.82,0,0,8.82,0,0,0,2.94,0,2.94,0,0,0,0,0,0,32.35,17.65,8.82,0,0,2.94,2.94,0
526,1,74,98.08,56.18,20.17,81.75,24.67,43.24,60.81,37.84,24.32,0,0,0,0,0,0,0,0,9.46,6.76,2.7,9.46,0,0,5.41,0,2.7,12.16,4.05,9.46,1.35,8.11,0,9.46,0,5.41,5.41,0,0,0,0,0,0,4.05,4.05,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,2.7,0,0,0,0,2.7,0,0,2.7,13.51,0,0,12.16,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,4.05,0,0,4.05,0,0,0,4.05,1.35,0,0,0,0,0,0,0,31.08,2.7,10.81,0,0,0,17.57,0
527,1,29,84,60.57,7.91,98.26,29,37.93,79.31,41.38,24.14,3.45,0,0,0,0,0,0,3.45,3.45,0,6.9,10.34,3.45,3.45,3.45,0,10.34,10.34,0,10.34,0,6.9,3.45,10.34,0,3.45,3.45,3.45,0,0,0,0,0,6.9,6.9,0,3.45,3.45,0,0,0,0,0,3.45,3.45,0,0,0,0,0,3.45,0,0,0,0,17.24,0,0,17.24,13.79,0,0,10.34,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,3.45,0,6.9,0,0,6.9,0,0,0,0,0,3.45,0,0,0,0,0,0,27.59,0,10.34,0,0,0,17.24,0
528,1,37,99,96.25,73.75,99,37,21.62,97.3,62.16,48.65,5.41,5.41,0,5.41,0,0,0,0,16.22,10.81,2.7,21.62,0,2.7,8.11,0,8.11,2.7,8.11,27.03,18.92,10.81,0,18.92,2.7,8.11,0,0,2.7,0,0,5.41,0,10.81,10.81,0,5.41,5.41,0,0,0,0,0,21.62,8.11,2.7,0,0,0,0,13.51,0,0,0,0,0,0,0,0,8.11,2.7,0,5.41,0,0,5.41,0,0,0,0,0,2.7,0,0,2.7,0,0,0,0,0,0,0,0,13.51,10.81,0,0,10.81,0,0,0,8.11,0,2.7,0,0,0,0,0,0,18.92,2.7,8.11,0,0,0,8.11,0
529,1,88,92.32,66.75,89.39,3.56,29.33,25,89.77,60.23,45.45,5.68,3.41,0,3.41,0,0,0,2.27,13.64,7.95,0,15.91,4.55,3.41,7.95,0,11.36,4.55,6.82,7.95,3.41,1.14,3.41,25,0,17.05,9.09,5.68,1.14,3.41,0,3.41,0,11.36,4.55,6.82,0,0,0,0,0,0,0,5.68,1.14,0,0,0,0,0,4.55,0,0,0,0,1.14,0,0,1.14,5.68,0,2.27,3.41,0,0,1.14,1.14,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,12.5,0,2.27,9.09,1.14,1.14,6.82,0,0,0,5.68,2.27,3.41,0,0,0,0,0,0,11.36,2.27,2.27,0,0,1.14,5.68,3.41
530,1,41,34.12,94.33,1,20.23,13.67,31.71,73.17,53.66,46.34,17.07,7.32,0,0,2.44,2.44,0,9.76,9.76,7.32,0,7.32,9.76,2.44,7.32,0,12.2,7.32,2.44,2.44,2.44,0,0,17.07,0,7.32,2.44,2.44,0,0,2.44,0,0,4.88,2.44,2.44,2.44,0,2.44,2.44,0,0,0,12.2,2.44,0,0,0,0,0,9.76,0,2.44,2.44,0,0,0,0,0,4.88,2.44,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,4.88,7.32,2.44,0,4.88,0,0,0,0,0,9.76,0,0,0,0,0,0,26.83,4.88,7.32,2.44,0,9.76,2.44,2.44
531,1,41,34.12,94.33,1,20.23,13.67,31.71,73.17,53.66,46.34,17.07,7.32,0,0,2.44,2.44,0,9.76,9.76,7.32,0,7.32,9.76,2.44,7.32,0,12.2,7.32,2.44,2.44,2.44,0,0,17.07,0,7.32,2.44,2.44,0,0,2.44,0,0,4.88,2.44,2.44,2.44,0,2.44,2.44,0,0,0,12.2,2.44,0,0,0,0,0,9.76,0,2.44,2.44,0,0,0,0,0,4.88,2.44,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,4.88,7.32,2.44,0,4.88,0,0,0,0,0,9.76,0,0,0,0,0,0,26.83,4.88,7.32,2.44,0,9.76,2.44,2.44
532,1,41,34.12,94.33,1,20.23,13.67,31.71,73.17,53.66,46.34,17.07,7.32,0,0,2.44,2.44,0,9.76,9.76,7.32,0,7.32,9.76,2.44,7.32,0,12.2,7.32,2.44,2.44,2.44,0,0,17.07,0,7.32,2.44,2.44,0,0,2.44,0,0,4.88,2.44,2.44,2.44,0,2.44,2.44,0,0,0,12.2,2.44,0,0,0,0,0,9.76,0,2.44,2.44,0,0,0,0,0,4.88,2.44,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,4.88,7.32,2.44,0,4.88,0,0,0,0,0,9.76,0,0,0,0,0,0,26.83,4.88,7.32,2.44,0,9.76,2.44,2.44
533,1,52,91.94,51.52,70.92,94.96,17.33,30.77,86.54,50,38.46,1.92,0,0,0,0,0,0,1.92,13.46,9.62,7.69,9.62,7.69,3.85,3.85,0,15.38,3.85,1.92,7.69,1.92,3.85,3.85,23.08,1.92,7.69,3.85,3.85,0,0,0,0,0,5.77,5.77,0,0,0,0,0,0,0,0,7.69,5.77,3.85,1.92,0,0,1.92,1.92,0,0,0,0,3.85,1.92,0,1.92,11.54,0,0,3.85,9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,9.62,0,1.92,7.69,0,0,0,7.69,0,9.62,0,0,0,0,0,0,26.92,1.92,0,1.92,0,1.92,21.15,0
534,1,36,98.16,72.07,39.59,93.93,12,30.56,75,50,38.89,2.78,2.78,0,2.78,0,0,0,0,13.89,8.33,2.78,16.67,2.78,5.56,2.78,0,11.11,5.56,2.78,16.67,5.56,5.56,8.33,16.67,0,8.33,2.78,0,0,0,0,2.78,0,5.56,5.56,0,0,0,0,0,0,0,0,8.33,2.78,0,0,0,0,0,5.56,0,0,0,0,11.11,2.78,0,8.33,2.78,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,8.33,2.78,0,5.56,2.78,0,0,5.56,0,5.56,0,0,0,0,0,0,16.67,2.78,0,2.78,0,0,11.11,0
535,1,60,80.96,96.04,19.26,72.45,20,28.33,80,50,38.33,6.67,5,0,0,0,3.33,1.67,1.67,11.67,3.33,5,13.33,1.67,5,8.33,0,8.33,6.67,8.33,16.67,6.67,3.33,6.67,16.67,1.67,3.33,1.67,0,0,1.67,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,15,5,3.33,0,0,0,0,13.33,0,0,0,3.33,1.67,0,0,1.67,10,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,6.67,0,0,6.67,0,0,0,8.33,3.33,5,0,0,0,0,0,0,18.33,3.33,1.67,0,0,5,8.33,0
536,1,43,89.52,99,22.48,99,10.75,37.21,79.07,48.84,39.53,9.3,9.3,0,9.3,0,0,0,0,16.28,9.3,0,11.63,2.33,2.33,6.98,0,6.98,4.65,0,18.6,11.63,4.65,4.65,6.98,0,0,0,0,0,0,0,0,0,13.95,13.95,0,4.65,4.65,0,0,0,0,0,20.93,9.3,9.3,4.65,0,0,2.33,11.63,0,0,0,0,0,0,0,0,6.98,2.33,0,2.33,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,9.3,0,2.33,4.65,2.33,0,0,6.98,2.33,0,0,0,0,0,0,0,13.95,4.65,0,0,2.33,2.33,4.65,0
537,1,34,99,73.71,26.78,99,17,26.47,73.53,44.12,32.35,0,0,0,0,0,0,0,0,14.71,8.82,2.94,11.76,2.94,0,2.94,0,5.88,8.82,8.82,5.88,2.94,2.94,0,8.82,0,2.94,2.94,0,0,0,0,0,0,11.76,11.76,0,5.88,2.94,0,0,0,0,0,8.82,5.88,5.88,2.94,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,0,0,2.94,2.94,0,14.71,0,0,0,0,0,0,14.71,0,0,0,0,0,0,0,2.94,0,0,5.88,11.76,0,0,8.82,0,0,0,2.94,5.88,0,0,0,0,0,0,0,14.71,0,0,0,2.94,2.94,8.82,0
538,1,111,99,89.25,25.05,99,37,35.14,77.48,43.24,31.53,1.8,1.8,0,1.8,0,0,0,0,10.81,7.21,0.9,16.22,0,1.8,4.5,0,5.41,4.5,5.41,18.02,8.11,9.01,1.8,11.71,0.9,3.6,2.7,0,0,0,0,0.9,0,11.71,11.71,0,6.31,6.31,0,0,0,0,0,12.61,3.6,2.7,0,0,0,0,9.01,0.9,0.9,0,0,0.9,0,0,0.9,9.01,0.9,0,6.31,2.7,0,3.6,0,0,0,0,0,2.7,0.9,0,0,0,1.8,0,0,0,1.8,0.9,0,5.41,6.31,0,0,6.31,0,0,0,4.5,3.6,0,0,0,0,0,0,0,17.12,0.9,3.6,0,0.9,0,11.71,6.31
